Code DANE,Municipality,Department,2016_yes_total,2016_no_total,2016_yes_percentage,2016_no_percentage,2016_turnout_percentage,2016_turnout,mun_risk_level,number_municipalities,mun_med_risk,mun_high_risk,mun_extr_risk,total_municipalities_at_risk,percentage_department_at_risk,org_crim_2014_2016,param_groups_1996_2011,ELN_2014_2016,FARC_2014_2015,des_zones_FARC_2016,var1_cat,pol_soc_viol_2016,press_liber_2016,mass_displ_2016,cat2_var,ill_crops_2015,ill_mining_2015,cat3_var,vote_corr_2006_2015,ballot_alt_2006_2015,cat4_var,aggregate_cat123,aggregate_cat1234
5001,Medellín,Antioquia,,,37,63,46,,0,,,,,,0,3,3,,,,6,3,1,,4,,,0,,,0,10,10
5002,Abejorral,Antioquia,,,38,62,24,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
5004,Abriaquí,Antioquia,,,39,61,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5021,Alejandría,Antioquia,,,58,42,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5030,Amagá,Antioquia,,,33,67,29,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5031,Amalfi,Antioquia,,,36,64,23,,2,,,2,,,0,,1,2,,,3,,,,0,1,2,3,3,,3,17,20
5034,Andes,Antioquia,,,36,64,26,,0,,,,,,0,,1,,,,1,,,,0,,1,1,,,0,4,4
5036,Angelópolis,Antioquia,,,36,64,28,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
5038,Angostura,Antioquia,,,39,61,21,,2,,,2,,,0,,,2,1,,3,,,,0,,,0,1,2,3,11,14
5040,Anorí,Antioquia,,,65,35,27,,3,,,,3,,0,,1,2,1,1,5,,,,0,2,2,4,3,,3,24,27
5042,Santafé de Antioquia,Antioquia,,,30,70,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5044,Anza,Antioquia,,,33,67,20,,0,,,,,,0,,,,,,0,,,,0,,1,1,1,,1,3,4
5045,Apartadó,Antioquia,,,52,48,31,,3,,,,3,,0,3,3,,1,,7,3,,,3,1,,1,,,0,25,25
5051,Arboletes,Antioquia,,,66,34,27,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5055,Argelia,Antioquia,,,32,68,31,,0,,,,,,0,2,,,,,2,,,,0,,1,1,1,,1,7,8
5059,Armenia,Antioquia,,,31,69,21,,1,,1,,,,0,3,1,,,,4,,,,0,,1,1,,,0,11,11
5079,Barbosa,Antioquia,,,33,67,35,,1,,1,,,,0,2,,,,,2,3,,,3,,,0,,,0,11,11
5086,Belmira,Antioquia,,,43,57,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5088,Bello,Antioquia,,,36,64,38,,2,,,2,,,0,,2,,,,2,3,,,3,,,0,1,,1,13,14
5091,Betania,Antioquia,,,30,70,19,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5093,Betulia,Antioquia,,,34,66,23,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5101,Ciudad Bolívar,Antioquia,,,30,70,23,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
5107,Briceño,Antioquia,,,69,31,34,,2,,,2,,,0,3,,,1,,4,,1,3,4,2,,2,1,,1,23,24
5113,Buriticá,Antioquia,,,35,65,21,,2,,,2,,,0,3,,,,,3,3,,,3,,,0,,,0,14,14
5120,Cáceres,Antioquia,,,65,35,20,,3,,,,3,,0,3,,2,1,,6,,,3,3,2,3,5,1,,1,32,33
5125,Caicedo,Antioquia,,,39,61,26,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
5129,Caldas,Antioquia,,,37,63,43,,0,,,,,,0,,1,,,,1,,,,0,,,0,,3,3,5,8
5134,Campamento,Antioquia,,,51,49,20,,2,,,2,,,0,,,2,1,,3,,,,0,2,2,4,2,,2,18,20
5138,Cañasgordas,Antioquia,,,41,59,36,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5142,Caracolí,Antioquia,,,49,5,25,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
5145,Caramanta,Antioquia,,,42,58,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5147,Carepa,Antioquia,,,47,53,28,,2,,,2,,,0,3,1,,1,,5,3,,,3,,,0,,,0,18,18
5148,El Carmen de Viboral,Antioquia,,,33,67,34,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5150,Carolina,Antioquia,,,42,58,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5154,Caucasia,Antioquia,,,43,57,32,,2,,,2,,,0,2,,2,,,4,,1,,1,,2,2,,,0,16,16
5172,Chigorodó,Antioquia,,,52,48,28,,2,,,2,,,0,3,1,,,,4,3,,,3,,1,1,,,0,18,18
5190,Cisneros,Antioquia,,,37,63,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5197,Cocorná,Antioquia,,,35,65,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5206,Concepción,Antioquia,,,38,62,35,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
5209,Concordia,Antioquia,,,32,68,20,,2,,,2,,,0,,,,,,0,3,,,3,,1,1,2,1,3,13,16
5212,Copacabana,Antioquia,,,39,61,41,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5234,Dabeiba,Antioquia,,,65,35,29,,3,,,,3,,0,3,2,,1,1,7,,,,0,,1,1,2,,2,21,23
5237,Don Matías,Antioquia,,,26,74,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5240,Ebéjico,Antioquia,,,35,65,25,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5250,El Bagre,Antioquia,,,44,56,21,,3,,,,3,,0,3,,2,1,,6,3,,3,6,1,3,4,1,1,2,37,39
5264,Entrerrios,Antioquia,,,33,67,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5266,Envigado,Antioquia,,,36,64,46,,0,,,,,,0,,,,,,0,,,,0,,,0,1,1,2,2,4
5282,Fredonia,Antioquia,,,36,64,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5284,Frontino,Antioquia,,,55,45,24,,0,,,,,,0,,1,,,,1,,,,0,,1,1,1,,1,5,6
5306,Giraldo,Antioquia,,,54,46,32,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5308,Girardota,Antioquia,,,36,64,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
5310,Gómez Plata,Antioquia,,,37,63,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5313,Granada,Antioquia,,,39,61,35,,2,,,2,,,0,,1,,,,1,,,,0,,2,2,3,,3,11,14
5315,Guadalupe,Antioquia,,,55,45,25,,1,,1,,,,0,2,,,,,2,,,,0,,2,2,1,,1,10,11
5318,Guarne,Antioquia,,,27,73,47,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
5321,Guatapé,Antioquia,,,39,61,50,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5347,Heliconia,Antioquia,,,44,56,24,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5353,Hispania,Antioquia,,,41,59,22,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5360,Itagui,Antioquia,,,37,63,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5361,Ituango,Antioquia,,,69,31,24,,3,,,,3,,0,,1,2,1,1,5,,,3,3,1,1,2,3,,3,26,29
5364,Jardín,Antioquia,,,36,64,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5368,Jericó,Antioquia,,,29,71,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5376,La Ceja,Antioquia,,,30,70,51,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
5380,La Estrella,Antioquia,,,36,64,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5390,La Pintada,Antioquia,,,42,58,37,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
5400,La Unión,Antioquia,,,35,65,46,,2,,,2,,,0,,3,,,,3,3,,,3,,,0,,,0,14,14
5411,Liborina,Antioquia,,,36,64,29,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
5425,Maceo,Antioquia,,,42,58,25,,1,,1,,,,0,2,2,,,,4,,,,0,,1,1,,,0,11,11
5440,Marinilla,Antioquia,,,31,69,47,,0,,,,,,0,,,,,,0,,1,,1,,1,1,,,0,4,4
5467,Montebello,Antioquia,,,55,45,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5475,Murindó,Antioquia,,,96,4,42,,0,,,,,,0,,,,,,0,,,,0,,1,1,2,,2,4,6
5480,Mutatá,Antioquia,,,65,35,22,,3,,,,3,,0,3,2,2,1,,8,,,,0,1,,1,2,,2,23,25
5483,Nariño,Antioquia,,,33,67,28,,1,,1,,,,0,2,,,,,2,,,,0,,1,1,2,,2,9,11
5490,Necoclí,Antioquia,,,60,40,23,,1,,1,,,,0,3,,,,,3,,1,,1,,,0,,,0,9,9
5495,Nechí,Antioquia,,,52,48,21,,1,,1,,,,0,,,,,,0,,,,0,2,3,5,,,0,11,11
5501,Olaya,Antioquia,,,38,62,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5541,Peñol,Antioquia,,,38,62,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5543,Peque,Antioquia,,,73,27,38,,1,,1,,,,0,,1,2,1,,4,,,,0,,,0,,,0,9,9
5576,Pueblorrico,Antioquia,,,34,66,25,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5579,Puerto Berrío,Antioquia,,,31,69,26,,2,,,2,,,0,3,1,,,,4,3,1,,4,,,0,2,,2,20,22
5585,Puerto Nare,Antioquia,,,59,41,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5591,Puerto Triunfo,Antioquia,,,26,74,30,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5604,Remedios,Antioquia,,,35,65,21,,3,,,,3,,0,,2,2,1,1,6,,,,0,1,2,3,3,,3,24,27
5607,Retiro,Antioquia,,,31,69,46,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5615,Rionegro,Antioquia,,,31,69,50,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
5628,Sabanalarga,Antioquia,,,34,66,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5631,Sabaneta,Antioquia,,,37,63,46,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5642,Salgar,Antioquia,,,33,67,18,,0,,,,,,0,,,,,,0,,,,0,,,0,2,,2,2,4
5647,San Andrés de Cuerquía,Antioquia,,,45,55,33,,0,,,,,,0,,,,1,,1,,,,0,,,0,1,,1,3,4
5649,San Carlos,Antioquia,,,47,53,38,,1,,1,,,,0,,2,,,,2,,,,0,1,,1,,,0,7,7
5652,San Francisco,Antioquia,,,42,58,27,,0,,,,,,0,,,,,,0,,,,0,1,1,2,2,,2,6,8
5656,San Jerónimo,Antioquia,,,37,63,29,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
5658,San José de La Montaña,Antioquia,,,37,63,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5659,San Juan de Urabá,Antioquia,,,66,34,24,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5660,San Luis,Antioquia,,,25,75,34,,0,,,,,,0,,,,,,0,,,,0,1,1,2,2,,2,6,8
5664,San Pedro,Antioquia,,,26,74,39,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
5665,San Pedro de Uraba,Antioquia,,,51,49,16,,1,,1,,,,0,3,,,,,3,,,,0,1,,1,,,0,9,9
5667,San Rafael,Antioquia,,,39,61,33,,0,,,,,,0,,,,,,0,,1,,1,,,0,,,0,2,2
5670,San Roque,Antioquia,,,41,59,31,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5674,San Vicente,Antioquia,,,28,72,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5679,Santa Bárbara,Antioquia,,,36,64,27,,0,,,,,,0,,2,,,,2,,,,0,,,0,,,0,4,4
5686,Santa Rosa de Osos,Antioquia,,,38,62,28,,0,,,,,,0,2,,,,,2,,,,0,,,0,,2,2,6,8
5690,Santo Domingo,Antioquia,,,39,61,32,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
5697,El Santuario,Antioquia,,,27,73,48,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
5736,Segovia,Antioquia,,,33,67,18,,3,,,,3,,0,3,1,2,1,,7,,1,,1,1,3,4,3,,3,30,33
5756,Sonson,Antioquia,,,26,74,34,,1,,1,,,,0,,1,,,,1,,,,0,1,2,3,,,0,9,9
5761,Sopetrán,Antioquia,,,45,55,35,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5789,Támesis,Antioquia,,,35,65,32,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5790,Tarazá,Antioquia,,,60,40,23,,3,,,,3,,0,3,,2,1,,6,,,,0,2,2,4,2,,2,25,27
5792,Tarso,Antioquia,,,42,58,21,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5809,Titiribí,Antioquia,,,35,65,25,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
5819,Toledo,Antioquia,,,61,39,33,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
5837,Turbo,Antioquia,,,56,44,25,,3,,,,3,,0,3,2,,,,5,3,1,3,7,1,,1,,,0,29,29
5842,Uramita,Antioquia,,,54,46,29,,0,,,,,,0,3,,,,,3,,,,0,,,0,,,0,6,6
5847,Urrao,Antioquia,,,47,53,26,,1,,1,,,,0,,1,,1,,2,,,,0,,1,1,1,,1,8,9
5854,Valdivia,Antioquia,,,50,50,19,,3,,,,3,,0,3,,2,1,,6,,,,0,2,2,4,3,,3,26,29
5856,Valparaíso,Antioquia,,,40,60,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
5858,Vegachí,Antioquia,,,28,72,18,,0,,,,,,0,,,,,,0,,,,0,,2,2,1,,1,5,6
5861,Venecia,Antioquia,,,38,62,27,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
5873,Vigía del Fuerte,Antioquia,,,96,4,42,,3,,,,3,,0,,,,,1,1,,,,0,,1,1,,,0,7,7
5885,Yalí,Antioquia,,,39,61,19,,1,,1,,,,0,2,,,,,2,,,,0,1,2,3,,,0,11,11
5887,Yarumal,Antioquia,,,33,67,29,,1,,1,,,,0,2,1,,1,,4,,,,0,1,,1,,,0,11,11
5890,Yolombó,Antioquia,,,40,60,22,,2,,,2,,,0,2,1,,,,3,,,,0,1,1,2,1,,1,13,14
5893,Yondó,Antioquia,,,46,54,44,,1,,1,,,,0,,2,,,,2,,,,0,1,1,2,,,0,9,9
5895,Zaragoza,Antioquia,,,49,51,19,,3,,,,3,,0,3,,2,1,,6,,,,0,1,3,4,,1,1,24,25
,Total,Antioquia,648051,1057518,37.99,62,38.37,1742139,,125,15,14,14,43,34,,,,,,0,,,,0,,,0,,,0,,0
8001,Barranquilla,Atlántico,,,57,43,25,,0,,,,,,0,2,2,,,,4,,1,,1,,,0,1,,1,11,12
8078,Baranoa,Atlántico,,,72,28,27,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8137,Campo de La Cruz,Atlántico,,,62,38,15,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
8141,Candelaria,Atlántico,,,70,30,27,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8296,Galapa,Atlántico,,,62,38,24,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8372,Juan de Acosta,Atlántico,,,69,31,20,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8421,Luruaco,Atlántico,,,65,35,15,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8433,Malambo,Atlántico,,,56,44,21,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8436,Manatí,Atlántico,,,84,16,15,,0,,,,,,0,,,,,,0,3,,,3,,,0,,,0,6,6
8520,Palmar de Varela,Atlántico,,,72,28,22,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8549,Piojó,Atlántico,,,74,26,28,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8558,Polonuevo,Atlántico,,,81,19,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8560,Ponedera,Atlántico,,,63,37,22,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8573,Puerto Colombia,Atlántico,,,62,38,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8606,Repelón,Atlántico,,,80,20,23,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8634,Sabanagrande,Atlántico,,,64,36,23,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8638,Sabanalarga,Atlántico,,,73,27,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8675,Santa Lucía,Atlántico,,,75,25,20,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
8685,Santo Tomás,Atlántico,,,72,28,22,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
8758,Soledad,Atlántico,,,59,41,22,,1,,1,,,,0,2,,,,,2,,,,0,,,0,,1,1,6,7
8770,Suan,Atlántico,,,76,24,25,,0,,,,,,0,,,,,,0,,,,0,,,0,,2,2,2,4
8832,Tubará,Atlántico,,,68,32,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
8849,Usiacurí,Atlántico,,,77,23,29,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
,Total,Atlántico,258121,168300,60.53,39.46,24.1,430989,,23,1,0,0,1,4,,,,,,0,,,,0,,,0,,,0,,0
11001,"Bogotá, D.C.","Bogotá, D.C.",,,56,44,46,,0,,,,,,0,2,3,,,,5,3,1,,4,,,0,2,,2,20,22
,Total,"Bogotá, D.C.",1423612,1114933,56.07,43.92,46.33,2570359,,1,0,0,0,0,0,,,,,,0,,,,0,,,0,,,0,,0
13001,Cartagena,Bolívar,,,56,44,20,,0,,,,,,0,2,3,,,,5,3,1,,4,,,0,2,,2,20,22
13006,Achí,Bolívar,,,70,30,40,,0,,,,,,0,2,,,,,2,,,,0,1,,1,,,0,6,6
13030,Altos del Rosario,Bolívar,,,57,43,21,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
13042,Arenal,Bolívar,,,88,12,35,,2,,,2,,,0,,,2,,,2,,,,0,1,2,3,3,,3,15,18
13052,Arjona,Bolívar,,,62,38,19,,0,,,,,,0,,,,,,0,,1,,1,,,0,,,0,2,2
13062,Arroyohondo,Bolívar,,,75,25,21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13074,Barranco de Loba,Bolívar,,,53,47,26,,3,,,,3,,0,,,,,,0,3,,,3,,1,1,,,0,11,11
13140,Calamar,Bolívar,,,59,41,21,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
13160,Cantagallo,Bolívar,,,72,28,44,,2,,,2,,,0,2,1,2,,,5,,,,0,1,,1,,,0,14,14
13188,Cicuco,Bolívar,,,71,29,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13212,Córdoba,Bolívar,,,78,22,36,,0,,,,,,0,2,,,,,2,,,,0,,,0,,,0,4,4
13222,Clemencia,Bolívar,,,66,34,17,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13244,El Carmen de Bolívar,Bolívar,,,53,47,30,,2,,,2,,,0,,2,,,,2,,,3,3,,,0,,,0,12,12
13248,El Guamo,Bolívar,,,80,20,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13268,El Peñón,Bolívar,,,61,39,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13300,Hatillo de Loba,Bolívar,,,51,49,27,,0,,,,,,0,,,,,,0,,,,0,,1,1,,,0,2,2
13430,Magangué,Bolívar,,,62,38,29,,0,,,,,,0,2,,,,,2,,1,,1,,,0,,,0,6,6
13433,Mahates,Bolívar,,,70,30,21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13440,Margarita,Bolívar,,,60,40,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13442,María La Baja,Bolívar,,,80,20,24,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
13458,Montecristo,Bolívar,,,81,19,25,,2,,,2,,,0,,,2,1,,3,,,,0,2,3,5,,,0,18,18
13468,Mompós,Bolívar,,,63,37,24,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13473,Morales,Bolívar,,,47,53,39,,1,,1,,,,0,,1,2,,,3,,,,0,1,1,2,,,0,11,11
13490,Norosí,Bolívar,,,85,15,32,,1,,1,,,,0,,,2,,,2,,,,0,1,2,3,,,0,11,11
13549,Pinillos,Bolívar,,,61,39,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13580,Regidor,Bolívar,,,77,23,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13600,Río Viejo,Bolívar,,,70,30,37,,1,,1,,,,0,,,2,,,2,,,,0,1,2,3,,,0,11,11
13620,San Cristóbal,Bolívar,,,87,13,29,,0,,,,,,0,,,,,,0,,,,0,,,0,,3,3,3,6
13647,San Estanislao,Bolívar,,,69,31,20,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13650,San Fernando,Bolívar,,,82,18,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13654,San Jacinto,Bolívar,,,60,40,31,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13655,San Jacinto del Cauca,Bolívar,,,69,31,30,,0,,,,,,0,,,,,,0,,,,0,2,1,3,,,0,6,6
13657,San Juan Nepomuceno,Bolívar,,,61,39,29,,0,,,,,,0,,1,,,,1,,,,0,,,0,,,0,2,2
13667,San Martín de Loba,Bolívar,,,69,31,26,,0,,,,,,0,,,,,,0,,,,0,,2,2,,,0,4,4
13670,San Pablo,Bolívar,,,49,51,34,,3,,,,3,,0,,3,2,1,,6,3,,3,6,2,,2,,,0,31,31
13673,Santa Catalina,Bolívar,,,76,24,21,,0,,,,,,0,,,,,,0,,,,0,,,0,1,,1,1,2
13683,Santa Rosa,Bolívar,,,65,35,13,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13688,Santa Rosa del Sur,Bolívar,,,37,63,38,,2,,,2,,,0,,1,2,,,3,,,,0,2,2,4,,,0,16,16
13744,Simití,Bolívar,,,50,50,31,,2,,,2,,,0,,1,2,1,,4,,,,0,1,3,4,,,0,18,18
13760,Soplaviento,Bolívar,,,85,15,28,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13780,Talaigua Nuevo,Bolívar,,,64,36,33,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13810,Tiquisio,Bolívar,,,55,45,25,,1,,1,,,,0,2,,,,,2,,,,0,1,2,3,,,0,11,11
13836,Turbaco,Bolívar,,,60,40,17,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13838,Turbaná,Bolívar,,,69,31,18,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13873,Villanueva,Bolívar,,,61,39,13,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
13894,Zambrano,Bolívar,,,86,14,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
,Total,Bolívar,208019,137307,60.23,39.76,23.33,350488,,46,4,6,2,12,26,,,,,,0,,,,0,,,0,,,0,,0
15001,Tunja,Boyacá,,,57,43,51,,0,,,,,,0,,1,,,,1,,1,,1,,,0,,1,1,5,6
15022,Almeida,Boyacá,,,52,48,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15047,Aquitania,Boyacá,,,29,71,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15051,Arcabuco,Boyacá,,,47,53,38,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15087,Belén,Boyacá,,,46,54,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15090,Berbeo,Boyacá,,,68,32,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15092,Betéitiva,Boyacá,,,62,38,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,1,1,1,2
15097,Boavita,Boyacá,,,44,56,36,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15104,Boyacá,Boyacá,,,58,42,26,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15106,Briceño,Boyacá,,,63,37,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15109,Buenavista,Boyacá,,,44,56,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15114,Busbanzá,Boyacá,,,49,51,47,,0,,,,,,0,,,,,,0,,,,0,,,0,1,3,4,4,8
15131,Caldas,Boyacá,,,59,41,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15135,Campohermoso,Boyacá,,,54,46,39,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15162,Cerinza,Boyacá,,,62,38,47,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15172,Chinavita,Boyacá,,,46,54,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15176,Chiquinquirá,Boyacá,,,48,52,42,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15180,Chiscas,Boyacá,,,51,49,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15183,Chita,Boyacá,,,40,60,37,,0,,,,,,0,,,2,,,2,,,,0,,,0,,,0,4,4
15185,Chitaraque,Boyacá,,,40,60,30,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15187,Chivatá,Boyacá,,,52,48,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15189,Ciénega,Boyacá,,,45,55,32,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15204,Cómbita,Boyacá,,,59,41,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15212,Coper,Boyacá,,,60,40,41,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15215,Corrales,Boyacá,,,44,56,43,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15218,Covarachía,Boyacá,,,39,61,34,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15223,Cubará,Boyacá,,,57,43,27,,1,,1,,,,0,2,,2,1,,5,,,,0,,,0,,,0,11,11
15224,Cucaita,Boyacá,,,56,44,40,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15226,Cuítiva,Boyacá,,,43,57,35,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15232,Chíquiza,Boyacá,,,62,38,21,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
15236,Chivor,Boyacá,,,41,59,37,,0,,,,,,0,,,,,,0,,,,0,,,0,,,0,0,0
